CHR,start,end,gene_id,genename,n_snp_input,n_snp_model,model_type,in_sample_r2,in_sample_cor_pvalue
chr14,67359995,67359996,ENSG00000100554.11,ATP6V1D,95,6,NonSpecific,0.08432310005332612,0.0010195911727894416
chr14,67674830,67674831,ENSG00000100568.10,VTI1B,92,9,NonSpecific,0.03377480685378635,0.04021045113549868
chr14,69484753,69484754,ENSG00000175985.9,PLEKHD1,109,17,NonSpecific,0.2305865556442304,1.4541106352742748e-8
chr14,69797288,69797289,ENSG00000100652.4,SLC10A1,137,15,NonSpecific,0.21076127328025715,7.250310207803274e-8
chr14,70359730,70359731,ENSG00000133983.14,COX16,163,50,CellTypeSpecific,0.16129730320606173,3.4488550207808695e-6
chr14,70417060,70417061,ENSG00000213463.4,SYNJ2BP,155,25,CellTypeSpecific,0.2710195615756776,4.872305189274773e-10
chr14,70452156,70452157,ENSG00000139985.6,ADAM21,154,2,CellTypeSpecific,0.15856822095041473,4.244610336331191e-6
chr14,70907404,70907405,ENSG00000100731.15,PCNX1,144,10,NonSpecific,0.14316504790352824,1.3570129893679521e-5
chr14,72926331,72926332,ENSG00000119599.16,DCAF4,297,9,NonSpecific,0.19313053409630448,2.9383260767848934e-7
chr14,73237496,73237497,ENSG00000100767.15,PAPLN,394,28,CellTypeSpecific,0.35403295274584134,2.531591421984307e-13
chr14,73558946,73558947,ENSG00000187105.8,HEATR4,494,5,NonSpecific,0.18181396049895485,7.116175457372415e-7
chr14,73537113,73537114,ENSG00000184227.7,ACOT1,492,9,NonSpecific,0.20689004628633872,9.880980840431718e-8
chr14,73567619,73567620,ENSG00000119673.14,ACOT2,493,34,NonSpecific,0.15676728652239535,4.866452142400399e-6
chr14,73644874,73644875,ENSG00000119661.14,DNAL1,497,13,NonSpecific,0.18172687268500562,7.16449521468026e-7
chr14,73830134,73830135,ENSG00000258586.1,RP5-1021I20.2,475,6,NonSpecific,0.2243481413965695,2.4202817322544323e-8
chr14,73851843,73851844,ENSG00000140043.11,PTGR2,472,14,NonSpecific,0.25392866456851343,2.089604514728332e-9
chr14,73949925,73949926,ENSG00000119723.16,COQ6,457,52,CellTypeSpecific,0.49732200575453217,4.301981294878132e-20
chr14,74019351,74019352,ENSG00000187097.12,ENTPD5,454,18,NonSpecific,0.2962983430086096,5.330151635797585e-11
chr14,74084795,74084796,ENSG00000205659.10,LIN52,463,7,NonSpecific,0.19302494555199454,2.962819497510889e-7
chr14,74239471,74239472,ENSG00000119614.2,VSX2,460,0,NonSpecific,NA,NA
chr14,74472359,74472360,ENSG00000270000.1,RP3-449M8.9,464,54,NonSpecific,0.19084891754098307,3.514910496740866e-7
chr14,74474863,74474864,ENSG00000259005.1,RP3-449M8.6,464,55,NonSpecific,0.2724758803862096,4.2975563933131473e-10
chr14,74871939,74871940,ENSG00000119608.12,PROX2,380,3,CellTypeSpecific,0.10124658374317376,2.9893774263745006e-4
chr14,74923395,74923396,ENSG00000198208.11,RPS6KL1,363,22,NonSpecific,0.23620998529491613,9.157111289453956e-9
chr14,75002910,75002911,ENSG00000119718.10,EIF2B2,337,14,CellTypeSpecific,0.11404661761474895,1.1737642832445895e-4
chr14,75427741,75427742,ENSG00000140044.12,JDP2,252,0,NonSpecific,NA,NA
chr14,75579588,75579589,ENSG00000119686.9,FLVCR2,217,10,CellTypeSpecific,0.024392347865231492,0.08198224296083233
chr14,75633624,75633625,ENSG00000119685.19,TTLL5,219,7,CellTypeSpecific,0.08293654055828163,0.0011270421868984188
chr14,76151915,76151916,ENSG00000089916.17,GPATCH2L,246,27,CellTypeSpecific,0.13600662717375137,2.316817434276585e-5
chr14,76726711,76726712,ENSG00000259124.1,RP11-187O7.3,297,6,NonSpecific,0.13014070190729574,3.5830781038979796e-5
chr14,76762188,76762189,ENSG00000071246.10,VASH1,297,40,CellTypeSpecific,0.3235791495279886,4.4923420728077074e-12
chr14,77076343,77076344,ENSG00000258819.1,RP11-7F17.3,323,8,NonSpecific,0.17263456060069496,1.4474878792652309e-6
chr14,77320882,77320883,ENSG00000009830.11,POMT2,316,3,NonSpecific,0.07860757015789166,0.0015406581539736024
chr14,77320884,77320885,ENSG00000100577.18,GSTZ1,316,50,CellTypeSpecific,0.23622134946853615,9.148529189894667e-9
chr14,77377108,77377109,ENSG00000100580.7,TMED8,307,8,NonSpecific,0.17794539051721198,9.606168578654322e-7
chr14,77423516,77423517,ENSG00000165555.9,NOXRED1,306,18,NonSpecific,0.08492015578488,9.765259525704797e-4
chr14,77457868,77457869,ENSG00000151445.15,VIPAS39,302,8,CellTypeSpecific,0.13561735459124336,2.3849849865727575e-5
chr14,77800082,77800083,ENSG00000063761.15,ADCK1,223,4,NonSpecific,0.11123951247991413,1.4417321740032877e-4
chr14,80959516,80959517,ENSG00000100629.16,CEP128,94,0,NonSpecific,NA,NA
chr14,80954988,80954989,ENSG00000165409.16,TSHR,94,0,NonSpecific,NA,NA
chr14,81436464,81436465,ENSG00000140022.9,STON2,92,3,NonSpecific,0.06071527341435265,0.005604655035171195
chr14,85530143,85530144,ENSG00000185070.10,FLRT2,14,9,NonSpecific,0.04887299960985454,0.013228093751825308
chr14,87993664,87993665,ENSG00000054983.16,GALC,85,13,NonSpecific,0.10898880463722051,1.6997093460623756e-4
chr14,88384923,88384924,ENSG00000042317.16,SPATA7,96,35,CellTypeSpecific,0.3174529846681276,7.892963926477392e-12
chr14,90332136,90332137,ENSG00000119720.17,NRDE2,77,5,CellTypeSpecific,0.026762593168710366,0.06831106619363525
chr14,20684099,20684100,ENSG00000258818.3,RNASE4,310,11,CellTypeSpecific,0.2384761422728224,7.593578619813402e-9
chr14,20989769,20989770,ENSG00000165792.17,METTL17,314,9,NonSpecific,0.20559189754373905,1.0958606526866154e-7
chr14,91417843,91417844,ENSG00000015133.18,CCDC88C,221,4,CellTypeSpecific,0.04854953669697409,0.01354351984845463
chr14,91779069,91779070,ENSG00000133962.7,CATSPERB,256,6,NonSpecific,0.15455936385469662,5.752702315085898e-6
chr14,91867535,91867536,ENSG00000165929.12,TC2N,275,25,CellTypeSpecific,0.012281386645619365,0.21855959650745568
chr14,92033252,92033253,ENSG00000100815.12,TRIP11,291,2,NonSpecific,0.060743210753174834,0.005593349018915809
chr14,92121916,92121917,ENSG00000183648.9,NDUFB1,302,6,CellTypeSpecific,0.0895578891620561,6.982045264008168e-4
chr14,92121936,92121937,ENSG00000165934.12,CPSF2,302,26,NonSpecific,0.16358794958428421,2.896140032036159e-6
chr14,92322580,92322581,ENSG00000140090.17,SLC24A4,300,55,NonSpecific,0.34800110548857055,4.520752294769218e-13
chr14,92794230,92794231,ENSG00000066455.12,GOLGA5,235,10,CellTypeSpecific,0.16726702764286122,2.1859563551264113e-6
chr14,93207054,93207055,ENSG00000170270.4,GON7,205,32,CellTypeSpecific,0.1396305771769112,1.7679002238972274e-5
chr14,94081281,94081282,ENSG00000165948.10,IFI27L1,165,6,CellTypeSpecific,0.10333435719958325,2.5678036293840325e-4
chr14,94130252,94130253,ENSG00000119632.3,IFI27L2,166,20,CellTypeSpecific,0.32715501043476314,3.225702737911966e-12
chr14,94146127,94146128,ENSG00000119698.11,PPP4R4,166,22,CellTypeSpecific,0.2760021691994517,3.168140670958777e-10
chr14,95516135,95516136,ENSG00000258572.1,RP11-1070N10.3,213,15,NonSpecific,0.2387974571792899,7.3943447448474694e-9
chr14,95533629,95533630,ENSG00000182512.4,GLRX5,214,66,NonSpecific,0.23475001751204597,1.032828852761168e-8
chr14,96363870,96363871,ENSG00000100744.14,GSKIP,187,46,CellTypeSpecific,0.487212726504475,1.4784327057526693e-19
chr14,96502372,96502373,ENSG00000090060.17,PAPOLA,178,1,CellTypeSpecific,0.01774786052058356,0.13857888296959867
chr14,96797303,96797304,ENSG00000100749.7,VRK1,144,2,NonSpecific,0.10487648544489742,2.2948237851792147e-4
chr14,99604555,99604556,ENSG00000247970.2,RP11-543C4.1,129,0,NonSpecific,NA,NA
chr14,99645109,99645110,ENSG00000182218.9,HHIPL1,132,5,NonSpecific,0.23886473875870667,7.353283329671812e-9
chr14,99971448,99971449,ENSG00000196405.12,EVL,150,1,NonSpecific,0.1054374321404725,2.202842920354271e-4
chr14,100238297,100238298,ENSG00000100811.12,YY1,198,16,NonSpecific,0.14707999009766362,1.0114457437381397e-5
chr14,100380909,100380910,ENSG00000176473.13,WDR25,213,8,NonSpecific,0.16155558031703607,3.3816617644805345e-6
chr14,100587412,100587413,ENSG00000183092.16,BEGAIN,224,11,NonSpecific,0.12016095731445584,7.49018547005394e-5
chr14,100540129,100540130,ENSG00000259031.1,CTD-2062F14.3,225,0,NonSpecific,NA,NA
chr14,101069910,101069911,ENSG00000223403.3,MEG9,233,21,CellTypeSpecific,0.2928373597039785,7.247764120457558e-11
chr14,101120855,101120856,ENSG00000259004.1,RP11-8L8.2,231,13,NonSpecific,0.22198351948082196,2.9330620184829902e-8
chr14,101632529,101632530,ENSG00000258919.1,RP11-1029J19.4,204,0,NonSpecific,NA,NA
chr14,101948346,101948347,ENSG00000271780.1,RP11-1017G21.5,214,6,CellTypeSpecific,0.0036805742007764196,0.5015257047654011
chr14,101952415,101952416,ENSG00000272444.1,RP11-1017G21.6,214,7,NonSpecific,0.20757461985291062,9.355506104614302e-8
chr14,102317376,102317377,ENSG00000022976.15,ZNF839,188,1,NonSpecific,0.05277960811301148,0.009957103626765058
chr14,102509798,102509799,ENSG00000156381.8,ANKRD9,196,7,NonSpecific,0.08926657546863986,7.13085108637483e-4
chr14,102777475,102777476,ENSG00000131323.14,TRAF3,238,7,NonSpecific,0.16978985969523544,1.8014075843892764e-6
chr14,102922655,102922656,ENSG00000166126.10,AMN,261,0,NonSpecific,NA,NA
chr14,103084209,103084210,ENSG00000283071.1,RP11-736N17.11,281,6,NonSpecific,0.18722774204807488,4.6669592506009053e-7
chr14,103385391,103385392,ENSG00000075413.17,MARK3,316,14,NonSpecific,0.15099008631262764,7.5340087953683645e-6
chr14,103529183,103529184,ENSG00000166166.12,TRMT61A,331,45,CellTypeSpecific,0.36906493679934266,5.832543130724018e-14
chr14,103561895,103561896,ENSG00000126214.21,KLC1,336,12,NonSpecific,0.1072802698338344,1.92565684094433e-4
chr14,103715503,103715504,ENSG00000126215.13,XRCC3,350,27,CellTypeSpecific,0.26817633922007106,6.221160646871398e-10
chr14,103847589,103847590,ENSG00000088808.16,PPP1R13B,382,1,NonSpecific,0.08049398792784199,0.00134449386093756
chr14,103847720,103847721,ENSG00000258735.1,LINC00637,382,3,NonSpecific,0.20303965609776045,1.3426246797815403e-7
chr14,103928268,103928269,ENSG00000156411.9,C14orf2,394,16,CellTypeSpecific,0.16588725296260948,2.429474912056643e-6
chr14,103928461,103928462,ENSG00000156414.18,TDRD9,394,0,NonSpecific,NA,NA
chr14,104085678,104085679,ENSG00000166183.15,ASPG,386,0,NonSpecific,NA,NA
chr14,104724185,104724186,ENSG00000185100.10,ADSSL1,345,3,NonSpecific,0.08616779575320344,8.922950742029837e-4
chr14,104753099,104753100,ENSG00000184990.12,SIVA1,333,10,CellTypeSpecific,0.19709181515861698,2.1505774202246282e-7
chr14,104795750,104795751,ENSG00000142208.15,AKT1,326,1,NonSpecific,0.07203955825594352,0.002474753904419505
chr14,104821200,104821201,ENSG00000258701.1,LINC00638,319,7,NonSpecific,0.22960216290701102,1.5762278513216206e-8
chr14,104842662,104842663,ENSG00000258811.1,CTD-3051D23.1,313,8,NonSpecific,0.12911258195137423,3.8668482462595235e-5
chr14,104865279,104865280,ENSG00000099814.15,CEP170B,308,0,NonSpecific,NA,NA
chr14,104978356,104978357,ENSG00000185567.6,AHNAK2,279,27,CellTypeSpecific,0.44389276045108134,2.2670759928992478e-17
chr14,104985774,104985775,ENSG00000140104.13,C14orf79,278,6,NonSpecific,0.07933731750937748,0.0014615978505813044
chr14,105181311,105181312,ENSG00000183828.14,NUDT14,239,28,CellTypeSpecific,0.28787295031798243,1.1235107599127224e-10
chr14,105315588,105315589,ENSG00000185024.16,BRF1,217,7,NonSpecific,0.16566047454913238,2.471985613612781e-6
chr14,105248911,105248912,ENSG00000184887.13,BTBD6,227,7,NonSpecific,0.08216033857825361,0.0011920457192067324
chr14,21287938,21287939,ENSG00000092200.12,RPGRIP1,339,12,CellTypeSpecific,0.31987542658405316,6.3198034621212924e-12
chr14,21476673,21476674,ENSG00000092203.13,TOX4,255,35,NonSpecific,0.29068410703612346,8.768587565631468e-11
chr14,22829882,22829883,ENSG00000172590.18,MRPL52,274,7,CellTypeSpecific,0.2197848927766104,3.505226986269769e-8
chr14,22917801,22917802,ENSG00000100461.17,RBM23,285,4,NonSpecific,0.10364491939932689,2.5103542134504976e-4
chr14,22957160,22957161,ENSG00000092036.18,HAUS4,310,20,NonSpecific,0.3448600881444219,6.101792394589874e-13
chr14,23035229,23035230,ENSG00000100804.18,PSMB5,307,11,CellTypeSpecific,0.12227955104695105,6.407727269061036e-5
chr14,23955034,23955035,ENSG00000157326.18,DHRS4,434,34,NonSpecific,0.37902456901071285,2.1643528736006513e-14
chr14,23969873,23969874,ENSG00000187630.15,DHRS4L2,438,40,NonSpecific,0.24912830583251303,3.1280379865625896e-9
chr14,24051999,24052000,ENSG00000186648.14,CARMIL3,431,5,NonSpecific,0.1541996989355254,5.911452057001925e-6
chr14,24094052,24094053,ENSG00000100889.11,PCK2,436,2,NonSpecific,0.036874110219834465,0.03192419793054619
chr14,24131274,24131275,ENSG00000139914.6,FITM1,440,0,NonSpecific,NA,NA
chr14,24136157,24136158,ENSG00000092010.14,PSME1,440,18,CellTypeSpecific,0.21342001015378873,5.857159691571182e-8
chr14,24141587,24141588,ENSG00000100908.13,EMC9,441,5,CellTypeSpecific,0.1144130393334791,1.1426465678722808e-4
chr14,24139454,24139455,ENSG00000259321.1,RP11-468E2.5,440,6,CellTypeSpecific,0.25187589783083014,2.48378346433521e-9
chr14,24188963,24188964,ENSG00000196497.16,IPO4,441,20,NonSpecific,0.391821486147721,5.918806070625542e-15
chr14,24205719,24205720,ENSG00000139908.14,TSSK4,441,13,CellTypeSpecific,0.25598584913829836,1.7565593101223448e-9
chr14,24271738,24271739,ENSG00000100949.14,RABGGTA,440,0,NonSpecific,NA,NA
chr14,24299832,24299833,ENSG00000157379.13,DHRS1,436,12,CellTypeSpecific,0.3245426627234869,4.109456443989969e-12
chr14,24299861,24299862,ENSG00000196943.12,NOP9,436,4,CellTypeSpecific,0.08827903835484353,7.659172704615596e-4
chr14,24309124,24309125,ENSG00000213906.9,LTB4R2,436,11,NonSpecific,0.21659488004502733,4.535932899121831e-8
chr14,24313310,24313311,ENSG00000213903.8,LTB4R,436,11,NonSpecific,0.20718778758234158,9.648952436864283e-8
chr14,24335070,24335071,ENSG00000129467.13,ADCY4,435,21,CellTypeSpecific,0.10996237342157898,1.5829342790431365e-4
chr14,24340044,24340045,ENSG00000129465.15,RIPK3,435,3,CellTypeSpecific,0.043291668063574075,0.019889428667143803
chr14,24398785,24398786,ENSG00000205978.5,NYNRIN,412,14,NonSpecific,0.1814090424839859,7.343603156849663e-7
chr14,24430953,24430954,ENSG00000139899.10,CBLN3,405,6,NonSpecific,0.35633472747757067,2.0262970795814043e-13
chr14,24429934,24429935,ENSG00000100441.9,KHNYN,405,11,CellTypeSpecific,0.25511632428787595,1.8904122422877764e-9
chr14,24442903,24442904,ENSG00000100445.17,SDR39U1,401,20,CellTypeSpecific,0.29902451547919096,4.179994022899015e-11
chr14,26143304,26143305,ENSG00000257986.1,RP11-314P15.2,16,9,CellTypeSpecific,0.1414195961848302,1.546519280473715e-5
chr14,30622111,30622112,ENSG00000092108.20,SCFD1,97,22,NonSpecific,0.0965821458260766,4.195905763284862e-4
chr14,31026400,31026401,ENSG00000196792.11,STRN3,104,6,NonSpecific,0.020848691522134546,0.10815304038420921
chr14,31428187,31428188,ENSG00000203546.7,RP11-176H8.1,108,1,NonSpecific,0.04130129397092737,0.023020272995847146
chr14,31457509,31457510,ENSG00000129480.12,DTD2,108,5,NonSpecific,0.06640417423840957,0.0037163741730978418
chr14,32934932,32934933,ENSG00000151322.18,NPAS3,46,4,NonSpecific,0.048849863277020934,0.013250405872855635
chr14,34462773,34462774,ENSG00000129521.13,EGLN3,175,9,CellTypeSpecific,0.10682634608225813,1.9905392473226974e-4
chr14,34462355,34462356,ENSG00000165389.6,SPTSSA,175,28,CellTypeSpecific,0.30571471912143244,2.2933225898600475e-11
chr14,35044906,35044907,ENSG00000151327.12,FAM177A1,204,14,NonSpecific,0.18533059041572478,5.41194003599555e-7
chr14,35122516,35122517,ENSG00000092020.10,PPP2R3C,194,7,NonSpecific,0.06916816554936052,0.003044382842512267
chr14,35121845,35121846,ENSG00000100890.15,KIAA0391,194,40,CellTypeSpecific,0.23803240938735343,7.877443092412134e-9
chr15,42548801,42548802,ENSG00000180979.9,LRRC57,312,11,NonSpecific,0.15737576722396066,4.646891745415172e-6
chr15,43330604,43330605,ENSG00000168806.7,LCMT2,239,3,CellTypeSpecific,0.21678577239333355,4.466617625714346e-8
chr15,43330673,43330674,ENSG00000168803.14,ADAL,239,38,CellTypeSpecific,0.44781123774908277,1.4613606466078394e-17
chr15,43371024,43371025,ENSG00000140265.12,ZSCAN29,213,12,CellTypeSpecific,0.1992951615802853,1.8068181516534837e-7
chr15,43369220,43369221,ENSG00000137822.12,TUBGCP4,213,11,CellTypeSpecific,0.16562953639223973,2.4778417733894467e-6
chr15,43510727,43510728,ENSG00000067369.13,TP53BP1,201,15,CellTypeSpecific,0.2814980808280616,1.9643685391372884e-10
chr15,43618799,43618800,ENSG00000242866.9,STRC,202,7,NonSpecific,0.10604928247712397,2.106682703354576e-4
chr15,43667701,43667702,ENSG00000166762.16,CATSPER2,200,6,NonSpecific,0.07596162863415958,0.0018648279575256019
chr15,44427233,44427234,ENSG00000137770.13,CTDSPL2,238,16,NonSpecific,0.08616351137809818,8.925715662674511e-4
chr15,44537056,44537057,ENSG00000104131.12,EIF3J,224,14,CellTypeSpecific,0.05184474431592918,0.010656566358638224
chr15,44728987,44728988,ENSG00000185880.12,TRIM69,237,8,NonSpecific,0.02039798898977966,0.1120811316053163
chr15,45201174,45201175,ENSG00000138606.19,SHF,183,17,CellTypeSpecific,0.29586953743651107,5.537438097778104e-11
chr15,45402326,45402327,ENSG00000171766.15,GATM,180,3,NonSpecific,0.0679079724071556,0.0033341781122339783
chr15,45402330,45402331,ENSG00000171763.18,SPATA5L1,180,10,NonSpecific,0.11702467602294697,9.433244559680162e-5
chr15,45631147,45631148,ENSG00000137767.13,SQRDL,167,2,CellTypeSpecific,0.07646707672845364,0.001798036580111368
chr15,45702639,45702640,ENSG00000273972.1,CTD-2306A12.1,171,15,NonSpecific,0.32802427779473453,2.9754022353784955e-12
chr15,48645950,48645951,ENSG00000259705.1,RP11-227D13.1,61,10,NonSpecific,0.053817449326023635,0.009234750314631892
chr15,49620930,49620931,ENSG00000166262.15,FAM227B,169,9,CellTypeSpecific,0.026339542858563495,0.0705616813178448
chr15,50182195,50182196,ENSG00000140284.10,SLC27A2,181,5,NonSpecific,0.07544736175973575,0.0019353278475551755
chr15,50354957,50354958,ENSG00000104064.16,GABPB1,209,15,CellTypeSpecific,0.25470006615790275,1.957999403550187e-9
chr15,50424379,50424380,ENSG00000138592.13,USP8,229,9,CellTypeSpecific,0.15454604177474252,5.758506608319275e-6
chr15,50765807,50765808,ENSG00000138600.9,SPPL2A,215,3,CellTypeSpecific,0.006952098572247552,0.35524995401862425
chr15,50908598,50908599,ENSG00000273674.4,CTD-2378E12.1,243,1,NonSpecific,0.06289291559676055,0.0047886857383248865
chr15,51341628,51341629,ENSG00000186417.13,GLDN,245,3,NonSpecific,0.052865128014647926,0.009895480940418706
chr15,51751585,51751586,ENSG00000128872.9,TMOD2,235,16,NonSpecific,0.141936771904548,1.4877937516281364e-5
chr15,52191368,52191369,ENSG00000069966.18,GNB5,228,4,CellTypeSpecific,0.12041852787112708,7.349477936503732e-5
chr15,52180092,52180093,ENSG00000259577.1,CERNA1,228,4,NonSpecific,0.10658188837401637,2.0263749815712138e-4
chr15,52529049,52529050,ENSG00000197535.14,MYO5A,188,21,NonSpecific,0.20511563813780068,1.1382360481910171e-7
chr15,52569882,52569883,ENSG00000128989.10,ARPP19,189,27,CellTypeSpecific,0.2531533257744386,2.230657371405905e-9
chr15,52709816,52709817,ENSG00000047346.12,FAM214A,183,17,CellTypeSpecific,0.18552019915350404,5.332493513220648e-7
chr15,53762877,53762878,ENSG00000166415.14,WDR72,63,7,CellTypeSpecific,0.3545493180970465,2.408416265761348e-13
chr15,55197066,55197067,ENSG00000137876.9,RSL24D1,192,24,NonSpecific,0.10561144403385903,2.175059980460514e-4
chr15,55318929,55318930,ENSG00000225973.3,PIGBOS1,202,0,NonSpecific,NA,NA
chr15,55319161,55319162,ENSG00000069943.9,PIGB,202,6,NonSpecific,0.062082563081647675,0.005077371629798988
chr15,55408509,55408510,ENSG00000260916.7,CCPG1,204,0,NonSpecific,NA,NA
chr15,55408547,55408548,ENSG00000261652.2,C15orf65,204,27,CellTypeSpecific,0.1795682802074789,8.4712762815528005e-07
chr15,55508233,55508234,ENSG00000256061.7,DYX1C1,212,21,NonSpecific,0.20412895451123494,1.2312354001140044e-7
chr15,55993745,55993746,ENSG00000069869.15,NEDD4,217,3,NonSpecific,0.08445461289132596,0.0010099456259635455
chr15,56243265,56243266,ENSG00000181827.14,RFX7,203,15,NonSpecific,0.188454349548647,4.240150845339693e-7
chr15,56244008,56244009,ENSG00000151575.14,TEX9,203,0,NonSpecific,NA,NA
chr15,56918570,56918571,ENSG00000137871.19,ZNF280D,156,6,CellTypeSpecific,0.09953890040235645,3.384756408183542e-4
chr15,57300364,57300365,ENSG00000247982.6,LINC00926,124,3,NonSpecific,0.17204024260292278,1.5152476553787136e-6
chr15,57591940,57591941,ENSG00000263155.5,MYZAP,132,1,CellTypeSpecific,0.2507023450381661,2.7411604514336308e-9
chr15,57706628,57706629,ENSG00000255529.7,POLR2M,120,10,NonSpecific,0.1451266236930989,1.1713400122397173e-5
chr15,58410568,58410569,ENSG00000166035.10,LIPC,107,24,NonSpecific,0.2818052342607032,1.912397098116415e-10
chr15,58749977,58749978,ENSG00000137845.14,ADAM10,82,1,CellTypeSpecific,0.05509968414135081,0.008414869404047317
